LabID,SiteLabel,SiteDescr,Site,Date,SampleType,Q_cfs,ROSS Turbidity,ROSS Time (MST),ROSS Field_DO_mgL,ROSS Field_Cond_µS/cm,ROSS Field_Temp_C,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1842,CHD,CHD_091322,Chambers Outflow,13-Sep-22,NORM,,,,,,,0.48,0.2,5.24,2.66,0.27,6.94,485.58,55.72,1.43,0.09,0.84,1.3,7.57,0.06,0.54,0.12,0,2.55
FCW 1868,JOEI,JOEI_091922,Joe Wright Inlet,19-Sep-22,NORM,,,,,,,0.95,1.08,0.23,0.57,0.22,6.97,593.71,84.17,1.88,0.03,0.68,2.19,11.11,0.02,0.57,0.82,0,8.31
FCW 1869,JOER,JOER_091922,Joe Wright Reservoir,19-Sep-22,NORM,,,,,,,4.36,3,2.35,2.8,0.12,6.96,514.86,59.41,1.55,0.02,0.7,1.53,8.03,0.09,0.52,0.08,0,3.62
FCW 1870,CBRI,CBRI_091922,Chambers Inlet,19-Sep-22,NORM,,,,,,,3.84,2.8,0.68,3.11,0.23,7.06,459.18,54.94,1.51,0.03,0.73,1.39,6.97,0.06,0.67,0.46,0,3
FCW 1871,CBRI,CBRI_091922,Chambers Inlet,19-Sep-22,DUPLICATE,,,,,,,3.74,2.1,0.54,3.06,0.23,7.03,455.52,53.11,1.49,0.02,0.71,1.37,6.61,0.07,0.65,0.46,0,2.92
FCW 1872,BRNR,BRNR_091922,Barnes Meadow Reservoir,19-Sep-22,NORM,,,,,,,1.72,2.16,1.69,5.6,0.36,7.06,633.62,82.81,2.43,0.01,1.34,1.66,11.82,0.05,1.65,0.07,0,6.96
FCW 1873,CBRR,CBRR_091922,Chambers Reservoir,19-Sep-22,NORM,,,,,,,11.84,10.84,0.84,2.49,0.12,7.07,496.3,55.45,1.58,0.02,0.85,1.27,7.62,0.05,0.56,0.13,0,2.69
FCW 1874,CHD,CHD_091922,Chambers Outflow,19-Sep-22,NORM,,,,,,,0.89,0.3,0.96,2.55,0.19,6.98,496.62,54.27,1.57,0.02,0.85,1.27,6.99,0.06,0.56,0.15,0,2.72
FCW 1875,JWC,JWC_091922,JWC-Joe Wright @ Aspen Glen Campground,19-Sep-22,NORM,,,,,,,0.46,3,1.62,2.58,0.29,6.97,499.88,56.73,1.66,0.03,0.89,1.32,7.67,0.05,0.62,0.14,0,2.85
FCW 1876,PBR,PBR_091922,Poudre Below Rustic,19-Sep-22,NORM,,,,,,,4.33,4.6,0.66,2.22,0.18,7.08,589.34,67.11,2.27,0.02,1,1.7,8.27,0.02,0.86,0.08,0,3.58
FCW 1877,PBR,PBR_091922,Poudre Below Rustic,19-Sep-22,DUPLICATE,,,,,,,4.33,4.84,0.78,2.28,0.17,7.07,587.99,66.45,2.28,0.02,0.99,1.79,8.39,0.03,0.86,0.08,0,3.62
FCW 1878,PNF,PNF_091922,Poudre Above North Fork,19-Sep-22,NORM,,,,,,,8.17,4.83,0.37,2.23,0.16,7.17,573.79,67.03,2.44,0,1.1,1.9,8.67,0.05,1.05,0.07,0,3.62
FCW 1879,PBD,PBD_091922,Poudre at Bellvue Diversion,19-Sep-22,NORM,,,,,,,10.93,7.19,0.41,2.48,0.08,7.18,638.67,76.93,2.85,0,1.01,2.12,9.5,0.12,1.63,0.07,0,3.83
FCW 1880,legacy,LEGC_091922,Poudre at Legacy Bridge,19-Sep-22,NORM,,,,,,,2.89,1.9,1.73,2.68,0.49,7.39,1435.35,189.85,5.88,0.33,0.94,5.3,30.15,0.08,2.37,0.92,0,8.63
FCW 1881,timberline,TIMB_091922,Poudre at Timberline,19-Sep-22,NORM,,,,,,,9.29,8.63,2.66,3.06,1.22,7.4,1462.83,349.53,14.47,0.41,1.2,7.91,32.74,0.12,12.41,1.71,0,62.25
FCW 1882,ELC,ELC_091922,Poudre at ELC ,19-Sep-22,NORM,,,,,,,6.47,4.98,5.49,3.28,1.11,7.82,2787.5,503.29,17.88,0.39,1.66,11.02,44.61,0.13,15.38,1.63,0,77.31
FCW 1883,archery,ARCH_091922,Poudre at Archery Range,19-Sep-22,NORM,,,,,,,23.54,24.4,3.5,3.6,1.43,7.52,2451.49,596.77,23.94,0.26,2.33,16.77,57.37,0.17,17.17,1.83,0,125.26
FCW 1884,archery,ARCH_091922,Poudre at Archery Range,19-Sep-22,DUPLICATE,,,,,,,23.5,22.31,,3.56,1.49,7.52,2436.37,600.49,23.86,0.24,2.31,16.97,63.29,0.25,17.3,1.84,0,127.97
FCW 1890,LNGR,LNGR_092022,Long Draw Reservoir,20-Sep-22,NORM,,,,,,,3.53,1.67,1.5,1.97,0.17,6.89,366.31,58.71,1.08,0.07,0.55,1.41,7.73,0.25,0.12,0.39,0,9.33
FCW 1891,LNGO,LNGO_092022,Long Draw Outlet,20-Sep-22,NORM,,,,,,,2.49,3.36,4.11,1.85,0.14,6.95,360.37,57.18,1.02,0.04,0.52,1.33,8.01,0.26,0.12,0.35,0,9.04
FCW 1892,PTRR,PTRR_092022,Peterson Reservoir,20-Sep-22,NORM,,,,,,,14.29,12.92,4.3,3.76,0.13,6.85,421.85,49.58,2.27,0.01,1.36,0.94,6.27,0.03,0.99,0.09,0.13,2.16
FCW 1893,PTRO,PTRO_092022,Peterson Outlet,20-Sep-22,NORM,,,,,,,10.35,9.95,5.54,4.15,0.18,6.96,441.88,52.02,2.44,0.03,1.3,0.99,6.77,0.03,0.94,0.08,0,2.16
FCW 1894,JOEI,JOEI_092022,Joe Wright Inlet,20-Sep-22,NORM,,,,,,,0.58,0.2,0.24,0.54,0.25,6.96,646.28,81.86,1.75,0.07,0.58,2.05,10.84,0.11,0.51,0.71,0,7.94
FCW 1895,JOER,JOER_092022,Joe Wright Reservoir,20-Sep-22,NORM,,,,,,,1.82,1.81,2.68,2.33,0.19,6.96,525.81,57.46,1.55,0.03,0.62,1.43,7.34,0.08,0.49,0.08,0,3.29
FCW 1896,CBRI,CBRI_092022,Chambers Inlet,20-Sep-22,NORM,,,,,,,1.77,1.25,0.77,2.93,0.28,6.9,442.8,52.05,1.48,0.02,0.7,1.41,6.97,0.07,0.64,0.45,0,2.71
FCW 1897,BMD,BMD_092022,Barnes Meadow Outflow,20-Sep-22,NORM,,,,,,,2.23,3.46,0.84,5.96,0.65,6.81,828.15,98.31,2.4,0.69,1.33,1.66,14.16,0.03,1.73,0.22,0.1,3.91
FCW 1898,BRNR,BRNR_092022,Barnes Meadow Reservoir,20-Sep-22,NORM,,,,,,,1.25,2.08,1.79,5.79,0.32,6.9,642.4,82.54,2.42,0.03,1.29,1.63,11.92,0.05,1.69,0.07,0,7.03
FCW 1899,CBRR,CBRR_092022,Chambers Reservoir,20-Sep-22,NORM,,,,,,,2.45,1.78,0.82,2.45,0.1,6.89,485.92,53.49,1.53,0.01,0.79,1.24,7.27,0.06,0.55,0.16,0,2.41
FCW 1900,CHD,CHD_092022,Chambers Outflow,20-Sep-22,NORM,,,,,,,0.17,0.19,1.38,2.42,0.14,6.86,490.89,54.07,1.48,0.05,0.79,1.26,7.77,0.05,0.52,0.11,0,2.31
FCW 1901,SAWM,SAWM_092222,Sawmill,22-Sep-22,NORM,,,,,,,0.31,0.2,,1.44,0.52,6.87,538.42,57.39,1.3,0.05,0.96,1.42,7.39,0.02,0.48,0.67,0,2.8
FCW 1909,BEAV,BEAV_092222,Beaver,22-Sep-22,NORM,,,,,,,4.95,1.22,,2.35,0.11,6.96,369.4,39.97,2.04,0.06,0.62,1.08,4.88,0.03,0.47,0.15,0,1.48
FCW 1910,JWC,JWC_092322,JWC-Joe Wright @ Aspen Glen Campground,23-Sep-22,NORM,,,,,,,1.71,1.8,2.91,2.34,0.25,7,510.46,54.53,1.66,0.04,0.79,1.29,6.98,0.06,0.62,0.08,0,2.34
FCW 1911,PJW,PJW_092322,Poudre Above Joe Wright,23-Sep-22,NORM,,,,,,,0.87,1.4,3.45,2.42,0.85,6.87,353.99,45.66,1.9,0.03,0.7,1.19,5.86,0.12,0.75,0.52,0,3.62
FCW 1913,PBR,PBR_092322,Poudre Below Rustic,23-Sep-22,NORM,,,,,,,2.78,1.8,1.2,2.18,0.06,6.91,518.52,60.13,2.15,0.05,0.92,1.63,7.67,0.08,0.95,0.08,0,3.06
FCW 1914,SFM,SFM_092322,Poudre South Fork ,23-Sep-22,NORM,,,,,,,5.52,4.2,1.47,1.96,0.06,6.89,444.64,47.34,2.38,0.02,0.71,1.26,5.35,0.14,0.59,0.2,0,1.89
FCW 1915,SFM,SFM_092322,Poudre South Fork ,23-Sep-22,DUPLICATE,,,,,,,4.92,4.43,,2.08,0.06,6.89,454.61,48.73,2.38,0.01,0.67,1.26,5.26,0.15,0.57,0.21,0,1.92
FCW 1916,PSF,PSF_092322,Poudre Below S. Fork,23-Sep-22,NORM,,,,,,,4.34,3.41,0.95,2.33,0.08,6.92,497.31,60.44,2.29,0.04,0.89,1.62,7.28,0.09,0.89,0.08,0,3.85
FCW 1917,PNF,PNF_092322,Poudre Above North Fork,23-Sep-22,NORM,,,,,,,6.48,4.6,0.9,2.02,0.13,6.93,563.8,64.85,2.38,0.06,0.9,1.71,7.91,0.1,1.01,0.08,0,3.05
FCW 1918,PBD,PBD_092322,Poudre at Bellvue Diversion,23-Sep-22,NORM,,,,,,,11.22,8.6,0.62,2.18,0.08,6.98,598.04,68.67,2.68,0.07,0.94,1.85,8.4,0.11,1.3,0.08,0,3.09
FCW 1919,LNGR,LNGR_092722,Long Draw Reservoir,27-Sep-22,NORM,,,,,,,0.93,1,2.4,1.99,0.18,6.83,382.92,60.84,1.05,0.03,0.54,1.37,8.31,0.25,0.13,0.32,0,9.96
FCW 1920,LNGR,LNGR_092722,Long Draw Reservoir,27-Sep-22,DUPLICATE,,,,,,,0.94,0.93,2.69,2.07,0.18,6.82,384.28,61.91,1.11,0.02,0.54,1.44,8.28,0.27,0.15,0.35,0,10.07
FCW 1921,LNGO,LNGO_092722,Long Draw Outlet,27-Sep-22,NORM,,,,,,,0.91,0.96,3.63,2.22,0.14,6.9,419.7,68.14,1.17,0.02,0.62,1.52,9.62,0.28,0.14,0.31,0,9.93
FCW 1922,PTRR,PTRR_092722,Peterson Reservoir,27-Sep-22,NORM,,,,,,,8.8,6.3,3.28,4.11,0.1,6.86,465.65,53.05,2.56,0.01,1.56,1.05,6.62,0.03,1.06,0.14,0,2.36
FCW 1923,PTRO,PTRO_092722,Peterson Outlet,27-Sep-22,NORM,,,,,,,27.14,40.91,5.42,4.55,0.13,6.86,402.06,54.73,2.67,0.02,1.68,1.03,7.06,0.03,1.66,0.07,0,2.3
FCW 1924,JOEI,JOEI_092722,Joe Wright Inlet,27-Sep-22,NORM,,,,,,,0.24,0.93,0.26,0.66,0.23,6.92,561.4,79.76,1.95,0.03,0.63,2.08,10.63,0.12,0.62,0.71,0.12,8.75
FCW 1925,JOER,JOER_092722,Joe Wright Reservoir,27-Sep-22,NORM,,,,,,,0.34,0.32,1.25,2.62,0.2,6.96,494.98,57.78,1.49,0.03,0.63,1.5,7.52,0.08,0.54,0.1,0,3.45
FCW 1926,CBRI,CBRI_092722,Chambers Inlet,27-Sep-22,NORM,,,,,,,1.19,0.56,0.92,2.82,0.25,6.89,464.57,55.67,1.53,0.02,0.73,1.48,7.46,0.06,0.69,0.43,0,2.74
FCW 1927,CBRI,CBRI_092722,Chambers Inlet,27-Sep-22,BLANK,,,,,,,0.01,0.01,0,0.02,0.02,5.53,4.18,1.67,0.07,0.01,0.01,0.01,0.03,0,0.03,0.08,0.01,0.01
FCW 1928,BMD,BMD_092722,Barnes Meadow Outflow,27-Sep-22,NORM,,,,,,,8.38,10.91,5.34,5.94,0.44,6.8,620.23,82.34,2.54,0.36,1.37,1.64,11.2,0.05,1.66,0.2,0.12,5.41
FCW 1929,BRNR,BRNR_092722,Barnes Meadow Reservoir,27-Sep-22,NORM,,,,,,,0.66,0.19,3.33,5.69,0.3,6.9,644.33,84.13,2.47,0.05,1.31,1.6,11.31,0.05,1.63,0.08,0,6.72
FCW 1930,CBRR,CBRR_092722,Chambers Reservoir,27-Sep-22,NORM,,,,,,,0.56,0.64,2.17,2.6,0.23,6.92,491.08,54.39,1.63,0.09,0.86,1.34,7.46,0.07,0.63,0.07,0,2.52
FCW 1931,CHD,CHD_092722,Chambers Outflow,27-Sep-22,NORM,,,,,,,0.53,0.57,3.41,2.56,0.15,6.91,491.11,55.79,1.57,0.07,0.85,1.43,7.45,0.06,0.62,0.08,0.12,2.52
FCW 1932,COMI,COMI_092822,Comanche Inflow,28-Sep-22,NORM,,,,,,,0.28,0.41,0.22,1.84,0.28,6.87,250,32.83,1.87,0.04,0.39,0.84,4.11,0.02,0.35,0.81,0.13,1.45
FCW 1933,COMI,COMI_092822,Comanche Inflow,28-Sep-22,DUPLICATE,,,,,,,0.31,0.4,0.27,1.83,0.25,6.85,259.54,33.96,2.08,0.02,0.44,0.9,4.25,0.02,0.4,0.9,0.12,1.47
FCW 1934,COMR,COMR_092822,Comanche Reservoir,28-Sep-22,NORM,,,,,,,1.65,2.35,1.84,2.39,0.15,6.94,370.83,40.14,2.28,0.05,0.58,1.08,4.68,0.02,0.51,0.32,0,1.78
FCW 1935,HORI,HORI_092822,Hourglass Inflow,28-Sep-22,NORM,,,,,,,0.16,0.2,0.34,1.08,0.17,6.85,159.22,22.66,1.44,0,0.37,0.66,2.93,0.03,0.2,0.7,0,1.23
FCW 1936,HORI,HORI_092822,Hourglass Inflow,28-Sep-22,BLANK,,,,,,,0,0,0,0.01,0.01,5.66,5.5,1.4,0.06,0.01,0,0.01,0.03,0,0.04,0,0,0.01
FCW 1937,COMO,COMO_092822,Comanche Outflow,28-Sep-22,NORM,,,,,,,0.83,1,1.45,2.29,0.12,6.84,309.91,38.85,2.37,0.04,0.58,0.99,4.54,0.03,0.5,0.38,0.14,1.88
FCW 1938,HORR,HORR_092822,Hourglass Reservoir,28-Sep-22,NORM,,,,,,,2.29,1.61,12.31,2.44,0.11,6.92,349.61,33.88,1.8,0.02,0.54,0.85,3.49,0.04,0.27,0.22,0,0.89
FCW 1939,HORO,HORO_092822,Hourglass Outflow,28-Sep-22,NORM,,,,,,,5.52,3.78,11.07,2.4,0.13,6.94,443.05,38.7,1.69,0.02,0.49,0.68,3.45,0.02,0.4,0.33,0,1.02
FCW 1940,BEAV,BEAV_092822,Beaver,28-Sep-22,NORM,,,,,,,3.85,2.4,2.12,2.09,0.2,6.96,380.02,41.92,2,0.03,0.64,1.03,4.84,0.02,0.43,0.16,0,1.51
FCW 1941,SFM,SFM_092822,Poudre South Fork ,28-Sep-22,NORM,,,,,,,0.22,0,0.95,1.96,0.07,6.94,394.93,43.07,2.31,0.01,0.65,1.23,5.21,0.12,0.55,0.23,0,1.83
FCW 1942,LNGR,LNGR_100422,Long Draw Reservoir,4-Oct-22,NORM,,,,,,,0.77,1.11,3.69,1.87,0.19,6.97,366.54,61.47,1.48,0.02,0.36,1.39,8.52,0.28,0.17,0.24,0,9.64
FCW 1943,LNGO,LNGO_100422,Long Draw Outlet,4-Oct-22,NORM,,,,,,,0.95,0.99,3.65,1.88,0.16,6.86,424.58,64.1,1.53,0.02,0.41,1.43,8.86,0.26,0.19,0.21,0,9.44
FCW 1944,PTRR,PTRR_100422,Peterson Reservoir,4-Oct-22,NORM,,,,,,,9.53,8.3,1.59,3.65,0.2,6.9,358.58,48.77,2.73,0.01,1.13,0.88,5.83,0.04,1.34,0.18,0,2.57
FCW 1945,PTRO,PTRO_100422,Peterson Outlet,4-Oct-22,NORM,,,,,,,9.26,8.08,3.48,4.08,0.21,6.94,415.25,54.6,3.13,0.01,1.16,0.93,6.76,0.04,1.46,0.14,0,2.75
FCW 1946,JOEI,JOEI_100422,Joe Wright Inlet,4-Oct-22,NORM,,,,,,,0.84,1.21,0.25,0.83,0.24,6.99,545.79,82.37,2.61,0.01,0.43,2.12,10.81,0.12,1.02,0.61,0.08,8.98
FCW 1947,JOER,JOER_100422,Joe Wright Reservoir,4-Oct-22,NORM,,,,,,,13.08,17.5,1.92,2.69,0.08,6.9,479.46,57.05,1.71,0.01,0.45,1.66,7.81,0.08,0.56,0.1,0,3.65
FCW 1948,CBRI,CBRI_100422,Chambers Inlet,4-Oct-22,NORM,,,,,,,0.73,0.38,1.76,2.51,0.14,6.97,429.52,55.12,2.15,0,0.41,1.48,7.36,0.08,0.69,0.13,0,3.94
FCW 1949,BMD,BMD_100422,Barnes Meadow Outflow,4-Oct-22,NORM,,,,,,,3.57,1.38,1.77,5.96,0.59,6.97,598.97,86.77,3.09,0.07,1.08,1.56,11.84,0.04,1.71,0.41,0,8.2
FCW 1950,BRNR,BRNR_100422,Barnes Meadow Reservoir,4-Oct-22,NORM,,,,,,,1.82,1.19,3.8,5.96,0.35,6.97,564.07,82.46,3.02,0.02,0.98,1.6,11.78,0.05,1.7,0.18,0,6.93
FCW 1951,CBRR,CBRR_100422,Chambers Reservoir,4-Oct-22,NORM,,,,,,,1.41,0.82,2.66,2.51,0.37,7.01,448.22,53.55,1.96,0.02,0.56,1.3,7.5,0.06,0.68,0.1,0,3.03
FCW 1952,CHD,CHD_100422,Chambers Outflow,4-Oct-22,NORM,,,,,,,0.85,0.96,3.42,2.61,0.08,7.07,495.62,57.93,2.01,0.02,0.61,1.43,7.93,0.06,0.69,0.04,0,3.01
FCW 1953,SAWM,SAWM_100622,Sawmill,6-Oct-22,NORM,,,,,,,1.23,1.09,,0.91,0.32,6.99,513.51,61.74,2.07,0.01,0.73,1.52,7.91,0.03,0.42,0.91,0,3.66
FCW 1961,BEAV,BEAV_100622,Beaver,6-Oct-22,NORM,,,,,,,3.47,1.3,,1.98,0.14,6.98,396.85,45.28,2.71,0.03,0.49,1.15,4.93,0.04,0.6,0.25,0,2.25
FCW 1962,JWC,JWC_100722,JWC-Joe Wright @ Aspen Glen Campground,7-Oct-22,NORM,,,,,,,4.43,3.24,1.16,2.42,0.27,7.03,537.82,65.78,2.54,0,0.73,1.59,8.56,0.06,1.04,0.16,0,3.23
FCW 1963,PJW,PJW_100722,Poudre Above Joe Wright,7-Oct-22,NORM,,,,,,,0.49,1.51,0.58,2.03,0.41,6.96,402.07,50.14,2.69,0.02,0.53,1.3,6.05,0.11,0.73,0.75,0,3.29
FCW 1965,PBR,PBR_100722,Poudre Below Rustic,7-Oct-22,NORM,,,,,,,0.84,0.74,0.39,1.69,0.04,7.11,691.89,78.97,3.74,0.01,0.95,2.42,9.89,0.1,1.58,0.08,0,4.47
FCW 1966,SFM,SFM_100722,Poudre South Fork ,7-Oct-22,NORM,,,,,,,0.39,1.76,,1.84,0.32,7.01,439.71,52.96,3.41,0.02,0.45,1.41,5.86,0.15,0.64,0.24,0,2.67
FCW 1967,PSF,PSF_100722,Poudre Below S. Fork,7-Oct-22,NORM,,,,,,,1.45,1.35,0.49,1.93,0.11,7.1,587.04,73.31,3.52,0.01,0.83,2.12,8.98,0.11,1.33,0.06,0,3.91
FCW 1968,PNF,PNF_100722,Poudre Above North Fork,7-Oct-22,NORM,,,,,,,3.67,1.3,0.24,2.04,0.14,7.1,620.01,77.08,3.75,0.02,0.81,2.18,9.38,0.11,1.66,0.07,0,4
FCW 1969,PBD,PBD_100722,Poudre at Bellvue Diversion,7-Oct-22,NORM,,,,,,,0.92,2.22,0.48,2.35,0.09,7.2,890.54,89.75,2.79,0.06,1.21,2.34,9.03,0.12,1.78,0.07,0,4.12
FCW 1970,LNGR,LNGR_101122,Long Draw Reservoir,11-Oct-22,NORM,,,,,,,1.04,1,2.92,2.09,0.26,6.94,323.59,60.59,1.46,0.01,0.34,1.44,8.63,0.12,0.16,0.21,0,9.89
FCW 1971,LNGO,LNGO_101122,Long Draw Outlet,11-Oct-22,NORM,,,,,,,0.84,0.8,2.19,2.09,0.24,6.97,423.25,63.53,1.44,0.01,0.39,1.42,8.58,0.19,0.14,0.18,0,9.21
FCW 1972,PTRR,PTRR_101122,Peterson Reservoir,11-Oct-22,NORM,,,,,,,5.03,5,2.99,4.1,0.2,6.94,364.51,47.13,2.66,0.01,1.1,0.9,5.88,0.03,1.44,0.12,0,2.58
FCW 1973,PTRO,PTRO_101122,Peterson Outlet,11-Oct-22,NORM,,,,,,,21.75,20.2,6.63,4.05,0.23,7.01,397.99,53.24,3.08,0.02,1.08,0.88,6.55,0.02,1.54,0.08,0,2.89
FCW 1974,JOEI,JOEI_101122,Joe Wright Inlet,11-Oct-22,NORM,,,,,,,0.63,1.2,0.21,0.95,0.31,7.04,572.22,78.85,2.58,0.01,0.41,2.02,10.34,0.07,0.97,0.58,0.04,9.02
FCW 1975,JOER,JOER_101122,Joe Wright Reservoir,11-Oct-22,NORM,,,,,,,0.67,0.75,2.36,3.13,0.19,6.97,508.08,59.63,1.72,0.01,0.48,1.68,7.83,0.08,0.59,0.08,0,3.72
FCW 1976,CBRI,CBRI_101122,Chambers Inlet,11-Oct-22,NORM,,,,,,,0.31,0.41,0.74,2.09,0.19,7.08,486.82,58.54,2.02,0.01,0.42,1.51,7.46,0.05,0.72,0.08,0,4
FCW 1977,BMD,BMD_101122,Barnes Meadow Outflow,11-Oct-22,NORM,,,,,,,2.21,2.18,4.62,6.02,0.41,7,633.7,89.3,3.12,0.05,1.08,1.56,11.89,0.03,1.73,0.34,0,8.33
FCW 1978,BRNR,BRNR_101122,Barnes Meadow Reservoir,11-Oct-22,NORM,,,,,,,1.86,0.97,4.9,5.79,0.26,7.02,559.54,83.54,3.12,0.01,1.02,1.66,11.85,0.02,1.72,0.12,0,6.9
FCW 1979,CBRR,CBRR_101122,Chambers Reservoir,11-Oct-22,NORM,,,,,,,1.43,1.37,4.64,2.58,0.38,7.04,431.24,53.14,2.09,0.01,0.5,1.38,7.52,0.05,0.71,0.12,0,3.09
FCW 1980,CHD,CHD_101122,Chambers Outflow,11-Oct-22,NORM,,,,,,,0.77,0.93,5.24,2.59,0.14,7.03,449.16,56.02,2.13,0.02,0.6,1.55,8.02,0.05,0.73,0.04,0,3.13
FCW 1981,LNGR,LNGR_101822,Long Draw Reservoir,18-Oct-22,NORM,,,,,,,0.62,1.6,2.2,2.14,0.13,6.79,348.16,58.08,1.34,0.02,0.32,1.37,8.44,0.13,0.14,0.18,0,9.66
FCW 1982,LNGO,LNGO_101822,Long Draw Outlet,18-Oct-22,NORM,,,,,,,0.77,0.8,1.87,2.04,0.3,6.92,401.03,60.25,1.31,0.01,0.32,1.41,8.21,0.12,0.12,0.14,0,9.02
FCW 1983,PTRR,PTRR_101822,Peterson Reservoir,18-Oct-22,NORM,,,,,,,11.61,8.2,6.88,3.87,0.19,6.81,359.02,46.28,2.31,0.01,1,0.83,5.61,0.04,1.17,0.13,0,2.66
FCW 1984,PTRO,PTRO_101822,Peterson Outlet,18-Oct-22,NORM,,,,,,,13.12,13.08,3.62,3.57,0.25,6.84,381.7,50.96,2.99,0.02,1,0.84,6.32,0.02,1.33,0.07,0,2.93
FCW 1985,JOEI,JOEI_101822,Joe Wright Inlet,18-Oct-22,NORM,,,,,,,0.84,1.6,0.58,0.74,0.24,6.85,554.92,78.89,2.49,0.03,0.38,1.97,10.22,0.06,0.94,0.58,0,9.13
FCW 1986,JOER,JOER_101822,Joe Wright Reservoir,18-Oct-22,NORM,,,,,,,0.84,1.2,1.54,2.48,0.06,6.86,500.35,59.36,1.74,0.02,0.41,1.72,7.8,0.08,0.6,0.07,0,3.7
FCW 1987,JOER,JOER_101822,Joe Wright Reservoir,18-Oct-22,DUPLICATE,,,,,,,0.82,1.56,1.36,2.42,0.08,6.76,489.56,60.58,1.76,0.03,0.38,1.77,7.85,0.09,0.58,0.07,0,3.67
FCW 1988,JOER,JOER_101822,Joe Wright Reservoir,18-Oct-22,BLANK,,,,,,,0.03,0.04,0.01,0.02,0,5.51,4.33,1.9,0.03,0.01,0.01,0.01,0.08,0.01,0.05,0,0,0.01
FCW 1989,CBRI,CBRI_101822,Chambers Inlet,18-Oct-22,NORM,,,,,,,0.72,0.59,0.77,1.9,0.14,6.87,500.78,58.01,2.56,0.02,0.58,1.34,7.35,0.07,0.77,0.26,0,3.37
FCW 1990,BMD,BMD_101822,Barnes Meadow Outflow,18-Oct-22,NORM,,,,,,,1.42,0.8,4.5,6.19,0.29,7.07,611.91,84.97,2.91,0.01,0.88,1.47,12.06,0.05,1.69,0.17,0,7.06
FCW 1991,BRNR,BRNR_101822,Barnes Meadow Reservoir,18-Oct-22,NORM,,,,,,,3.45,2.22,3.74,6.26,0.26,7.07,593.45,81.64,2.91,0.02,0.89,1.45,11.49,0.05,1.67,0.15,0,7.07
FCW 1992,CBRR,CBRR_101822,Chambers Reservoir,18-Oct-22,NORM,,,,,,,0.59,0.75,2.49,2.72,0.33,7.05,487.77,57.9,2.04,0.02,0.57,1.38,8.15,0.07,0.69,0.08,0,2.97
FCW 1993,CHD,CHD_101822,Chambers Outflow,18-Oct-22,NORM,,,,,,,0.51,0.2,2.91,2.48,0.12,7.06,421.63,51.76,2.1,0.03,0.52,1.24,7.12,0.06,0.71,0.09,0,3.04
FCW 1994,SAWM,SAWM_102022,Sawmill,20-Oct-22,NORM,,,,,,,0.58,0.2,,0.76,0.55,7.09,455.05,56.11,1.83,0.01,0.58,1.44,7.71,0.04,0.3,1.23,0,3.85
FCW 2003,BEAV,BEAV_102022,Beaver,20-Oct-22,NORM,,,,,,,2.12,1.8,,1.86,0.24,6.99,384.3,45.34,2.87,0,0.46,1,5.14,0.04,0.58,0.38,0,2.29
FCW 2004,JWC,JWC_102122,JWC-Joe Wright @ Aspen Glen Campground,21-Oct-22,NORM,,,,,,,4.23,3,4.19,2.2,0.31,7.1,501.32,67.99,2.68,0.04,0.7,1.4,8.95,0.05,1.24,0.26,0,4.65
FCW 2005,PJW,PJW_102122,Poudre Above Joe Wright,21-Oct-22,NORM,,,,,,,0.51,1,0.36,1.82,0.44,6.89,370.56,54.2,3.03,0,0.52,1.17,6.88,0.03,1.11,0.41,0,4.35
FCW 2007,PBR,PBR_102122,Poudre Below Rustic,21-Oct-22,NORM,,,,,,,0.41,1,0.62,2.19,0.1,6.84,639.7,76.93,3.44,0.01,0.77,2.29,9.26,0.07,1.51,0.13,0.01,4.51
FCW 2008,SFM,SFM_102122,Poudre South Fork ,21-Oct-22,NORM,,,,,,,0.77,1.2,0.62,1.95,0.2,7,424.43,49.99,3.2,0,0.41,1.35,5.35,0.14,0.66,0.27,0.01,2.62
FCW 2009,SFM,SFM_102122,Poudre South Fork ,21-Oct-22,DUPLICATE,,,,,,,0.74,1.6,0.61,1.87,0.17,6.91,428.31,49.85,3.16,0.01,0.41,1.31,5.31,0.15,0.67,0.28,0.01,2.66
FCW 2010,PSF,PSF_102122,Poudre Below S. Fork,21-Oct-22,NORM,,,,,,,0.67,0.4,0.46,2.05,0.14,6.91,681.7,78.15,3.68,0.01,0.71,2.26,8.99,0.1,1.45,0.06,0.01,4.37
FCW 2011,PNF,PNF_102122,Poudre Above North Fork,21-Oct-22,NORM,,,,,,,0.81,1.2,0.28,2.01,0.24,6.98,654.17,80.37,3.95,0.01,0.78,2.39,9.4,0.1,1.83,0.06,0,4.63
FCW 2012,PBD,PBD_102122,Poudre at Bellvue Diversion,21-Oct-22,NORM,,,,,,,0.84,1.8,0.52,2.38,0.16,6.91,878.15,102.04,4.45,0.01,0.95,3.23,11.63,0.13,2.51,0.06,0,4.81
FCW 2013,LNGR,LNGR_102522,Long Draw Reservoir,25-Oct-22,NORM,,,,,,,0.49,0.28,1.72,2.21,0.16,6.8,420.56,66.88,1.65,0.01,0.4,1.55,8.94,0.23,0.22,0.08,0,10.16
